117,90,4,VS,Podv˝bor pro ve¯ejnou spr·vu,Subcommittee for Public Administration,23/09/1998,20/06/2002,,0
118,90,4,BP,Podv˝bor pro bytovou politiku,Subcommittee for Housing Policy,23/09/1998,20/06/2002,,0
119,90,4,SUR,Podv˝bor pro hospoda¯enÌ se surovinami a s odpady,Subcommittee for the Management of Raw Materials and Waste,23/09/1998,20/06/2002,,0
671,609,4,PRDS,Podv˝bor pro reformu d˘chodovÈho systÈmu a reformu nemocenskÈho pojiötÏnÌ,,19/09/2002,15/06/2006,,0
672,609,4,PEOZSP,Podv˝bor pro etickÈ ot·zky ve zdravotnictvÌ a v soci·lnÌ pÈËi, ,19/09/2002,22/06/2004,,0
673,0,15,UFA,⁄¯ad finanËnÌho arbitra,The Office of the Financial Arbiter of the Czech Republic,01/10/2002,01/01/2013,,1
120,89,4,LEKPOL,Podv˝bor pro lÈkovou politiku a ˙hradu zdravotnÌ pÈËe,Subcommittee for Medicinal Policies and Health Care Reimbursement,23/09/1998,20/06/2002,,0
458,0,89,VVVKM,V˝bor pro vÏdu: vzdÏl·nÌ: kulturu: ml·deû a tÏlov˝chovu,Committee for Science: Education: Culture: Youth and Sport,06/06/1992,31/12/1992,,0
459,0,89,ZAV,ZahraniËnÌ v˝bor,Committee for Foreign Affairs,06/06/1992,31/12/1992,,0
122,89,4,ZDRPOS,Podv˝bor pro zdravotnÏ postiûenÈ,Subcommittee for the Handicapped,23/09/1998,20/06/2002,,0
123,89,4,INVDOT,Podv˝bor pro investiËnÌ dotace ve zdravotnictvÌ a soci·lnÌ oblasti,Subcommittee for Investment Grants in Health Care and Social Spheres,23/09/1998,20/06/2002,,0
674,605,4,PISVS,Podv˝bor pro informaËnÌ systÈmy ve ve¯ejnÈ spr·vÏ, ,08/11/2002,15/06/2006,,0
675,604,4,PPJRPS,Podv˝bor pro p¯Ìpravu novely jednacÌho ¯·du,Subcommittee for the preparation of Law Amendments concerning the Rules of Procedure of the Chamber of Deputies,07/08/2002,15/06/2006,,0
676,604,4,PPNSV,Podv˝bor pro p¯Ìpravu n·vrh˘ na prop˘jËenÌ nebo udÏlenÌ st·tnÌch vyznamen·nÌ,Subcommittee for the Preparation of the Proposal of the Conferment or Awarding of State Awards,07/08/2002,15/06/2006,,0
124,85,4,KONT,Podv˝bor pro kontrolu,Subcommittee for Oversight,23/09/1998,20/06/2002,,0
125,85,4,KFT,Podv˝bor pro kapit·lovÈ a finanËnÌ trhy,Subcommittee for Capital and Financial Markets,23/09/1998,20/06/2002,,0
460,0,89,ZEV,ZemÏdÏlsk˝ v˝bor,Agricultural Committee,06/06/1992,31/12/1992,,0
1102,0,82,GIBS,Gener·lnÌ inspekce bezpeËnostnÌch sbor˘, ,01/01/1993,,,1
126,86,4,ZJR,Podv˝bor pro p¯Ìpravu novely z·kona o Jÿ PS,Subcommittee for the preparation of Law Amendments concerning the Rules of Procedure of the Chamber of Deputies,24/09/1998,20/06/2002,,0
128,88,4,ISCP,Podv˝bor pro integrovan˝ z·chrann˝ systÈm a civilnÌ nouzovÈ pl·nov·nÌ,Subcommittee for an Integrated Rescue System and Emergency Civil Planning,30/09/1998,20/06/2002,,0
677,612,4,PPM,Podv˝bor pro problematiku migrace,,25/11/2002,22/07/2003,,0
129,88,4,VE,Podv˝bor pro vÏzeÚstvÌ,Subcommittee for Penology,30/09/1998,20/06/2002,,0
130,84,4,NAR,Podv˝bor pro n·rodnosti,Subcommittee for Nationality,01/10/1998,20/06/2002,,0
1103,0,5,Vl·da»R,Vl·da »eskÈ republiky,	Government of the Czech Republic,25/06/2013,29/01/2014,,1
171,0,11,PSP7,Poslaneck· snÏmovna,Chamber of Deputies,26/10/2013,,,0
1104,,6,ANO2011,ANO2011,,26/10/2013,,,
131,84,4,LPS,Podv˝bor pro aplikaci Listiny z·kladnÌch pr·v a svobod,,01/10/1998,20/06/2002,,0
678,613,4,PFHUS,Podv˝bor pro finanËnÌ hospoda¯enÌ ˙zemnÌch samospr·v a pro vyuûÌv·nÌ fond˘ EvropskÈ unie,Subcommittee on the Financial Management of Regional Governments and for the use of European Union Funding,28/11/2002,15/06/2006,,0
679,168,2,SKZSSB,St·l· komise PoslaneckÈ snÏmovny pro sledov·nÌ procesu zp¯ÌstupnÏnÌ svazk˘ vznikl˝ch ËinnostÌ b˝valÈ STB, ,27/11/2002,15/06/2006,,0
729,0,78,PSNM,PracovnÌ skupina pro ¯eöenÌ problematiky nepot¯ebnÈho majetku a ekologickÈ likvidace nepot¯ebnÈ munice Ministerstva obrany »R,Working Group for resolving the problem of unneeded property and ecological disposal of unneeded munitions of the Ministry of Defense of the Czech Republic,02/07/2003,,,0
132,91,4,MEL,Podv˝bor pro medi·lnÌ legislativu,Subcommittee for Media Legislation,04/11/1998,20/06/2002,,0
134,0,7,OBS,St·l· delegace Parlamentu do ParlamentnÌho shrom·ûdÏnÌ Organizace pro bezpeËnost a spolupr·ci v EvropÏ,Permanent Delegation to the Parliamentary Assembly of the OSCE,04/07/1996,19/06/1998,,0
135,0,7,EP,St·l· delegace Parlamentu pro spolupr·ci s Evropsk˝m parlamentem,Permanent Delegation for Cooperation with the European Parliament,04/07/1996,19/06/1998,,0
1105,,6,Usvit,⁄svit p¯ÌmÈ demokracie Tomia Okamury,,26/10/2013,,,
1106,171,1,ODS,Poslaneck˝ klub ObËanskÈ demokratickÈ strany,	Political Group of the Civic Democratic Party,30/10/2013,,60,0
680,649,13,ASEAN,ASEAN,Czech Republic - ASEAN Inter-Parliamentary Group,18/12/2002,15/06/2006,,0
136,0,7,SAS,St·l· delegace Parlamentu do SeveroatlantickÈho shrom·ûdÏnÌ,Permanent Delegation to the North Atlantic Assembly,04/07/1996,19/06/1998,,0
137,0,7,MPU,St·l· delegace Parlamentu do MeziparlamentnÌ unie,Permanent Delegation to the Inter-Parliamentary Union,04/07/1996,19/06/1998,,0
138,0,7,ZEU,St·l· delegace Parlamentu do Shrom·ûdÏnÌ Z·padoevropskÈ unie,Permanent Delegation to the Assembly of the Western European Union,04/07/1996,19/06/1998,,0
140,0,7,RE,St·l· delegace Parlamentu do ParlamentnÌho shrom·ûdÏnÌ Rady Evropy,Permanent Delegation to the Parliament. Assembly of the Council of Europe,16/10/1998,20/06/2002,,0
681,649,13,AUSTR-N,Austr·lie a Nov˝ ZÈland,Czech Republic - Australia and New Zealand Inter-Parliamentary Group,18/12/2002,15/06/2006,,0
141,0,7,OBSE,St·l· delegace Parlamentu do ParlamentnÌho shrom·ûdÏnÌ Organizace pro bezpeËnost a spolupr·ci v EvropÏ,Permanent Delegation to the Parliamentary Assembly of the OSCE,16/10/1998,20/06/2002,,0
142,0,7,EP,St·l· delegace Parlamentu pro spolupr·ci s Evropsk˝m parlamentem,Permanent Delegation for Cooperation with the European Parliament,16/10/1998,20/06/2002,,0
143,167,7,PSNATO,St·l· delegace Parlamentu do ParlamentnÌho shrom·ûdÏnÌ NATO,Permanent Delegation to the North Atlantic Assembly,16/10/1998,20/06/2002,,0
682,649,13,BENELUX,BENELUX,Czech Republic - Benelux Inter-Parliamentary Group,11/12/2002,15/06/2006,,0
144,0,7,MPU,St·l· delegace Parlamentu do MeziparlamentnÌ unie,Permanent Delegation to the Inter-Parliamentary Union,16/10/1998,20/06/2002,,0
146,0,7,SEI,St·l· delegace Parlamentu do St¯edoevropskÈ iniciativy,Permanent Delegation to the Central European Initiative,16/10/1998,20/06/2002,,0
147,0,5,Vl·da»R,Vl·da »eskÈ republiky,Government of Czech Republic,01/01/1993,03/07/1996,,0
683,649,13,UK,Velk· Brit·nie,Czech Republic - United Kingdom Inter-Parliamentary Group,11/12/2002,15/06/2006,,0
684,649,13,CHINA,»Ìna,Czech Republic - China Inter-Parliamentary Group,11/12/2002,15/06/2006,,0
148,0,5,Vl·da»R,Vl·da »eskÈ republiky,Government of Czech Republic,04/07/1996,01/01/1998,,0
149,0,5,Vl·da»R,Vl·da »eskÈ republiky,Government of Czech Republic,02/01/1998,14/07/2002,,1
150,0,6,SPR,SdruûenÌ pro republiku - Republik·nsk· strana »eskoslovenska,Assembly for the Republic - Republican Party of Czechoslovakia,01/01/1900,,,0
152,0,6,ODA,ObËansk· demokratick· aliance,Civic Democratic Alliance,01/01/1900,,,0
917,0,86,SV,St·l˝ v˝bor,,01/01/1993,,,0
685,649,13,FR,Francie,Czech Republic - France Inter-Parliamentary Group,11/12/2002,15/06/2006,,0
697,607,4,PMSVZCH,Podv˝bor pro myslivost: ryb·¯stvÌ: vËela¯stvÌ: zahr·dk·¯stvÌ a chovatelstvÌ,Subcommittee on Gamekeeping: Fisheries: Apiculture: Gardening and Animal Husbandry,18/07/2003,15/06/2006,,0
153,0,6,CSSD,»esk· strana soci·lnÏ demokratick·,Czech Social Democratic Party,01/01/1900,,,0
154,0,6,KSCM,Komunistick· strana »ech a Moravy,Communist Party of Bohemia and Moravia,01/01/1900,,,0
155,0,6,ODS,ObËansk· demokratick· strana,Civic Democratic Party,01/01/1900,,,0
918,0,86,PV,Politick˝ v˝bor, ,01/01/1993,,,0
919,0,86,VEBO,V˝bor pro ekonomickÈ a bezpeËnostnÌ ot·zky, ,01/01/1993,,,0
920,0,86,VVT,V˝bor pro vÏdu a technologii,,01/01/1993,,,0
921,0,86,VOB,V˝bor pro obranu a bezpeËnost, ,01/01/1993,,,0
922,0,86,SD,St¯edomo¯sk˝ dialog,,01/01/1993,,,0
156,0,6,US,Unie svobody,Union of Freedom,01/01/1900,,,0
158,0,8,SM,Severomoravsk˝,Northern Moravia,01/01/1990,,80,0
159,0,8,PH,HlavnÌ mÏsto Praha,Capital Prague,01/01/1990,,10,0
1107,171,1,»SSD,Poslaneck˝ klub »eskÈ strany soci·lnÏ demokratickÈ,Political group Czech Social Democratic Party,29/10/2013,,10,0
1108,171,1,ANO,Poslaneck˝ klub ANO 2011,Parliamentary group ANO 2011,30/10/2013,,20,0
160,0,8,SC,St¯edoËesk˝,Central Bohemia,01/01/1990,,20,0
161,0,8,JC,JihoËesk˝,Southern Bohemia,01/01/1990,,30,0
162,0,8,SVC,SeveroËesk˝,Northern Bohemia,01/01/1990,,40,0
686,649,13,IRSKO,Irsko,Czech Republic - Ireland Inter-Parliamentary Group,17/12/2002,15/06/2006,,0
687,649,13,ITALIE,It·lie,Czech Republic - Italy Inter-Parliamentary Group,11/12/2002,15/06/2006,,0
164,0,8,ZC,Z·padoËesk˝,Western Bohemia,01/01/1990,,60,0
1109,171,1,KS»M,Poslaneck˝ klub KomunistickÈ strany »ech a Moravy,Political group Communist Party of Bohemia and Moravia,27/10/2013,,30,0
688,649,13,IZRAEL,Izrael,Czech Republic - Israel Inter-Parliamentary Group,11/12/2002,15/06/2006,,0
573,144,13,NL,Nizozemsko,Netherlands,01/01/2001,20/06/2002,,0
574,0,3,VOV,VolebnÌ v˝bor,Electoral Committee,20/01/2001,20/06/2002,,0
165,0,11,PSP1,Poslaneck· snÏmovna,Chamber of Deputies,06/06/1992,06/06/1996,1000,0
166,0,11,PSP2,Poslaneck· snÏmovna,Chamber of Deputies,01/06/1996,19/06/1998,1100,0
689,649,13,CAN,Kanada,Czech Republic - Canada Inter-Parliamentary Group,18/12/2002,15/06/2006,,0
167,0,11,PSP3,Poslaneck· snÏmovna,Chamber of Deputies,20/06/1998,20/06/2002,1200,0
168,0,11,PSP4,Poslaneck· snÏmovna,Chamber of Deputies,15/06/2002,15/06/2006,1300,0
943,803,13,PYV,Venezuela,Venezuela,23/10/2009,03/06/2010,,0
944,803,13,AFG,Afgh·nist·n,Afghanistan,06/11/2009,03/06/2010,,0
945,169,2,VKNUAT,Vyöet¯ovacÌ komise pro vyöet¯enÌ d˘vod˘ a souvislostÌ neopr·vnÏnÈho udÏlov·nÌ akademick˝ch titul˘ na FakultÏ pr·vnickÈ Z·padoËeskÈ univerzity v Plzni: vËetnÏ vyöet¯enÌ role AkreditaËnÌ komise a MäMTV p¯i garanci a kontrole kvalit vysokoökolskÈho vzdÏl·v·nÌ na ve¯ejn˝ch a soukrom˝ch vysok˝ch ökol·ch v »eskÈ republice,Investigation Commission for examination of reason and connection with unauthorized conferment of academic degrees at the University of Western Bohemia: School of Law in Pilsen: including investigation of role of Accreditation Commission of Ministry of Education of Czech Republic being responsible for quality control of higher education at public and private universities in Czech Republic ,09/12/2009,03/06/2010,,0
172,144,13,»Ìna,»Ìna,the People's Republic of China,04/02/1999,20/06/2002,,0
690,649,13,KYPR,Kypr,Czech Republic - Cyprus Inter-Parliamentary Group,11/12/2002,15/06/2006,,0
691,649,13,MONGOL,Mongolsko,Czech Republic - Mongolia Inter-Parliamentary Group,11/12/2002,15/06/2006,,0
692,649,13,BALT,PobaltskÈ st·ty,Czech Republic Baltic states Inter-Parliamentary Group,11/12/2002,15/06/2006,,0
173,144,13,Bulhar,Bulharsko,Bulgaria,09/02/1999,20/06/2002,,0
174,144,13,BNL,BENELUX,countries of BENELUX,09/02/1999,20/06/2002,,0
176,144,13,ISL,Island,Iceland,09/02/1999,20/06/2002,,0
177,144,13,IZR,Izrael, Israel,04/02/1999,20/06/2002,,0
693,649,13,S-AFRIK,severnÌ Afrika,Czech Republic - North Africa Inter-Parliamentary Group,17/12/2002,15/06/2006,,0
694,649,13,SCAND,Skandin·vskÈ st·ty,Czech Republic - Scandinavian states Inter-Parliamentary Group,11/12/2002,15/06/2006,,0
695,649,13,SLOVIN,Slovinsko,Czech Republic Slovenia Inter-Parliamentary Group,11/12/2002,15/06/2006,,0
698,607,4,PRV,Podv˝bor pro rozvoj venkova,Subcommittee for Rural Development,18/07/2002,15/06/2006,,0
178,144,13,FRAN,Francie,France,11/02/1999,20/06/2002,,0
179,144,13,KUV,Kuvajt, Kuwait,09/02/1999,20/06/2002,,0
180,144,13,KUBA,Kuba, Cuba,05/02/1999,20/06/2002,,0
182,144,13,LIT,Litva, Lithuania,09/02/1999,20/06/2002,,0
696,649,13,USA,USA,Czech Republic - USA Inter-Parliamentary Group,18/12/2002,15/06/2006,,0
699,607,4,PLVH,Podv˝bor pro lesnÌ a vodnÌ hospod·¯stvÌ, ,18/07/2002,15/06/2006,,0
700,607,4,PPVC,Podv˝bor pro potravin·¯stvÌ a veterin·rnÌ Ëinnost,Subcommittee on the Food Industry and Veterinary Care,18/07/2002,15/06/2006,,0
701,649,13,KUVAJT,Kuvajt,Czech Republic - Kuwait Inter-Parliamentary Group,26/02/2003,15/06/2006,,0
702,649,13,CHORVAT,Chorvatsko,Czech Republic - Croatia Inter-Parliamentary Group,26/02/2003,15/06/2006,,0
183,144,13,MONG,Mongolsko, Mongolia,10/02/1999,20/06/2002,,0
184,144,13,SRN,NÏmecko, Germany,05/02/1999,20/06/2002,,0
185,144,13,NOR,Norsko, Norway,09/02/1999,20/06/2002,,0
186,144,13,POL,Polsko, Poland,04/02/1999,20/06/2002,,0
703,649,13,KOREA,Korea,Czech Republic - Korea Inter-Parliaementary Group,26/02/2003,15/06/2006,,0
704,649,13,JAR,Jihoafrick· republika,Czech Republic - South Africa Inter-Parliaementary Group,26/02/2003,15/06/2006,,0
705,649,13,SUB-SAH,Subsaharsk· Afrika,Czech Republic - Sub-Saharan Africa Inter-Parliamentary Group,27/02/2003,15/06/2006,,0
706,649,13,ÿECKO,ÿecko,Czech Republic Greece Inter-Parliamentary Group,27/02/2003,15/06/2006,,0
188,144,13,RAKOUS,Rakousko,Austria,04/02/1999,20/06/2002,,0
189,144,13,RUMUN,Rumunsko, Romania,10/02/1999,20/06/2002,,0
190,144,13,RF,Rusk· federace, Russian Federation,05/02/1999,20/06/2002,,0
191,144,13,ÿEK,ÿecko, Greece,05/02/1999,20/06/2002,,0
707,649,13,MAœAR,MaÔarsko,Czech Republic Hungary Inter-Parliamentary Group,27/02/2003,15/06/2006,,0
708,649,13,ARAB,arabskÈ st·ty,Czech Republic - Arab states Inter-Parliamentary Group,27/02/2003,15/06/2006,,0
709,649,13,Slovens,Slovensko,Czech Republic - Slovakia Inter-Parliamentary Group,05/03/2003,15/06/2006,,0
710,649,13,SRN,NÏmecko,Czech Republic - Germany Inter-Parliamentary Group,05/03/2003,15/06/2006,,0
192,144,13,SLOVEN,Slovensko, Slovakia,04/02/1999,20/06/2002,,0
194,144,13,äV›CAR,äv˝carsko, Switzerland,11/02/1999,20/06/2002,,0
195,144,13,UKR,Ukrajina, Ukraine,05/02/1999,20/06/2002,,0
196,144,13,USA,USA, USA,11/02/1999,20/06/2002,,0
711,649,13,RAKOUSK,Rakousko,Czech Republic - Austria Inter-Parliamentary Group,06/03/2003,15/06/2006,,0
712,649,13,RF,Rusko a Eurasie,Czech Republic - Russian Federation and Eurasia Inter-Parliamentary Group,06/03/2003,15/06/2006,,0
713,0,76,SSR,Snem Slovenskej republiky,,14/03/1939,22/03/1945,,0
714,649,13,LATAM,Latinsk· Amerika,Czech Republic - Latin America Inter-Parliamentary Group,17/04/2003,15/06/2006,,0
197,144,13,GB,Velk· Brit·nie, Great Britain,10/02/1999,20/06/2002,,0
198,144,13,IRL,Irsko,Ireland,01/04/1999,20/06/2002,,0
200,144,13,Slovin,Slovinsko, Slovenia,12/05/1999,20/06/2002,,0
201,144,13,KOREA,Korejsk· republika, Republic of Korea,12/05/1999,20/06/2002,,0
715,649,13,POLSKO,Polsko,Czech Republic - Poland Inter-Parliamentary Group,17/04/2003,15/06/2006,,0
716,649,13,äV›CAR,äv˝carsko,Czech Republic - Switzerland Inter-Parliamentary Group,17/04/2003,15/06/2006,,0
717,649,13,UKRAJ,Ukrajina,Czech Republic - Ukrajine Inter-Parliamentary Group,17/04/2003,15/06/2006,,0
718,649,13,JPN,Japonsko,Czech Republic - Japan Inter-Parliamentary Group,29/04/2003,15/06/2006,,0
202,144,13,LOTYä,Lotyösko, Latvia,01/04/1999,20/06/2002,,0
203,144,13,MAœ,MaÔarsko, Hungary,20/05/1999,20/06/2002,,0
204,144,13,ESP,äpanÏlsko, Spain,01/04/1999,20/06/2002,,0
206,144,13,CHORVAT,Chorvatsko,Croatia,12/05/1999,20/06/2002,,0
719,649,13,KARIBIK,St¯ednÌ Amerika a Karibik,Czech Republic - Central America and Caribbean,29/04/2003,15/06/2006,,0
720,168,2,DKOU,DoËasn· komise pro ot·zky ⁄stavy »eskÈ republiky,Temopary commission on the Constitution,18/04/2003,15/06/2006,,0
721,168,2,VKD47,Vyöet¯ovacÌ komise pro objasnÏnÌ skuteËnostÌ v souvislosti se smlouvou o v˝stavbÏ d·lnice D 47 mezi st·tem a firmou Housing and Construction, ,30/04/2003,30/06/2004,,0
722,0,77,EP,Evropsk˝ parlament,European Parliament,01/01/2003,20/07/2004,,1
723,168,2,VKCME,Vyöet¯ovacÌ komise pro zjiötÏnÌ skuteËnostÌ v souvislosti s arbitr·ûnÌm ¯ÌzenÌm ve vÏci CME versus »esk· republika,Investigative Commission for CME vs. Czech Republic,21/05/2003,28/02/2005,,0
207,144,13,FIN,Finsko,Finland,12/05/1999,20/06/2002,,0
208,144,13,CAN,Kanada,Canada,13/05/1999,20/06/2002,,0
209,144,13,TUR,Turecko,Turkey,13/05/1999,20/06/2002,,0
210,144,13,JPN,Japonsko,Japan,13/02/1999,20/06/2002,,0
724,168,2,VKDIAG,Vyöet¯ovacÌ komise ve vÏci vyrovn·nÌ »eskÈ republiky se spoleËnostÌ Diag Human,,10/06/2003,31/03/2005,,0
725,614,4,PPJ,Podv˝bor pro justici, ,05/06/2003,15/06/2006,,0
726,614,4,FP,FinanËnÌ podv˝bor,Subcommittee on Finance,05/06/2003,15/06/2006,,0
212,144,13,IND,Indie,India,19/05/1999,20/06/2002,,0
213,144,13,JAR,Jihoafrick· republika,South Africa,19/05/1999,20/06/2002,,0
214,144,13,SUBSAA,subsaharsk· Afrika,Sub-Saharan Africa,19/05/1999,20/06/2002,,0
730,168,3,VEZ,V˝bor pro evropskÈ z·leûitosti,Committee for European Affairs,24/09/2004,15/06/2006,,0
731,0,5,Vl·da»R,Vl·da »eskÈ republiky,Government of Czech Republic,26/07/2004,25/04/2005,,1
215,144,13,LIBAN,Libanon,Lebanon,21/05/1999,20/06/2002,,0
216,144,13,EG,Egypt,Egypt,21/05/1999,20/06/2002,,0
218,144,13,PAK,P·kist·n,Pakistan,21/05/1999,20/06/2002,,0
219,144,13,MAROK,Maroko,Morocco,20/05/1999,20/06/2002,,0
220,0,2,VKTC,Vyöet¯ovacÌ komise pro vyöet¯enÌ Ëinnosti region·lnÌho transplantaËnÌho centra FN Ostrava, ,08/06/1999,30/06/2001,,0
221,144,13,Arab,arabskÈ zemÏ,Arabic Countries,30/06/1999,20/06/2002,,0
222,144,13,Armen,ArmÈnie,Armenia,30/06/1999,20/06/2002,,0
224,144,13,FRJ,Jugosl·vie,Yugoslavia,01/07/1999,20/06/2002,,0
225,144,13,Kazach,Kazachst·n,Kazakhstan,02/07/1999,20/06/2002,,0
226,144,13,Viet,Vietnam,Vietnam,30/07/1999,20/06/2002,,0
227,144,13,KLDR,KLDR,North Korea,01/07/1999,20/06/2002,,0
299,83,4,RE,Podv˝bor pro posouzenÌ rekonstrukce objektu Nerudova,Subcommittee for Judging the Reconstruction of the Nerudova Street Object,30/09/1999,08/12/1999,,0
300,167,1,Neza¯az,Neza¯azenÌ,Unclassified Deputies,27/10/1999,20/06/2002,60,0
253,0,55,FSSN,SnÏmovna n·rod˘, ,06/06/1992,31/12/1992,206,0
254,0,54,FSSL,SnÏmovna lidu, ,06/06/1992,31/12/1992,205,0
255,0,21,FSSS,Feder·lnÌ shrom·ûdÏnÌ,Federal Assembly,06/06/1992,31/12/1992,25,0
256,0,20,CNR6,»esk· n·rodnÌ rada,Czech National Council,07/06/1990,04/06/1992,10,0
258,0,54,FSSL,SnÏmovna lidu, ,07/06/1990,04/06/1992,201,0
259,0,21,FSSS,Feder·lnÌ shrom·ûdÏnÌ,Federal Assembly,07/06/1990,04/06/1992,12,0
260,0,20,CNR5,»esk· n·rodnÌ rada,Czech National Council,24/05/1986,05/06/1990,20,0
261,0,31,FSSN,SnÏmovna n·rod˘, ,24/05/1986,05/06/1990,,0
262,0,30,FSSL,SnÏmovna lidu, ,24/05/1986,05/06/1990,,0
265,0,20,CNR4,»esk· n·rodnÌ rada,Czech National Council,07/06/1981,22/05/1986,10,0
266,0,31,FSSN,SnÏmovna n·rod˘, ,07/06/1981,22/05/1986,,0
267,0,30,FSSL,SnÏmovna lidu, ,07/06/1981,22/05/1986,,0
268,0,22,FSSS,Feder·lnÌ shrom·ûdÏnÌ,Federal Assembly,07/06/1981,22/05/1986,25,0
269,0,20,CNR3,»esk· n·rodnÌ rada,Czech National Council,23/10/1976,05/06/1981,20,0
271,0,30,FSSL,SnÏmovna lidu, ,23/10/1976,05/06/1981,,0
272,0,22,FSSS,Feder·lnÌ shrom·ûdÏnÌ,Federal Assembly,23/10/1976,05/06/1981,25,0
273,0,20,CNR2,»esk· n·rodnÌ rada,Czech National Council,27/11/1971,21/10/1976,11,0
274,0,31,FSSN,SnÏmovna n·rod˘, ,27/11/1971,21/10/1976,,0
275,0,30,FSSL,SnÏmovna lidu, ,27/11/1971,21/10/1976,,0
278,0,20,CNR1,»esk· n·rodnÌ rada,Czech National Council,01/01/1969,25/11/1971,20,0
279,0,31,FSSN,SnÏmovna n·rod˘, ,01/01/1969,25/11/1971,,0
280,0,30,FSSL,SnÏmovna lidu, ,01/01/1969,25/11/1971,,0
281,0,22,FSSS,Feder·lnÌ shrom·ûdÏnÌ,Federal Assembly,01/01/1969,25/11/1971,25,0
282,0,23,NSCS,N·rodnÌ shrom·ûdÏnÌ,National Assembly,14/06/1964,31/12/1968,,0
284,0,24,NSRC,N·rodnÌ shrom·ûdÏnÌ,National Assembly,28/11/1954,11/06/1960,,0
285,0,24,NSRC,N·rodnÌ shrom·ûdÏnÌ,National Assembly,30/05/1948,27/11/1954,,0
286,0,25,UNSC,⁄stavod·rnÈ N·rodnÌ shrom·ûdÏnÌ,Constituent National Assembly,26/05/1946,29/05/1948,,0
287,0,26,PNSC,PorevoluËnÌ (prozatimnÌ) N·rodnÌ shrom·ûdÏnÌ,Provisional National Assembly,21/10/1945,16/05/1946,,0
288,0,24,NSSS,SpoleËnÈ sch˘ze PoslaneckÈ snÏmovny a Sen·tu, ,19/05/1935,21/03/1939,,0
290,0,24,NSSS,SpoleËnÈ sch˘ze PoslaneckÈ snÏmovny a Sen·tu, ,27/10/1929,18/05/1935,,0
291,0,24,NSPS,Poslaneck· snÏmovna,Chamber of Deputies,27/10/1929,18/05/1935,,0
292,0,24,NSSS,SpoleËnÈ sch˘ze PoslaneckÈ snÏmovny a Sen·tu, ,15/11/1925,25/09/1929,10,0
293,0,24,NSPS,Poslaneck· snÏmovna,Chamber of Deputies,15/11/1925,25/09/1929,1,0
294,0,24,NSSS,SpoleËnÈ sch˘ze PoslaneckÈ snÏmovny a Sen·tu, ,25/04/1920,14/11/1925,10,0
295,0,24,NSPS,Poslaneck· snÏmovna,Chamber of Deputies,25/04/1920,14/11/1925,1,0
296,0,27,NSPS,RevoluËnÌ N·rodnÌ shrom·ûdÏnÌ,National Assembly,14/11/1918,15/04/1920,,0
297,0,28,SKCS,SnÏm kr·lovstvÌ »eskÈho,,01/01/1908,31/12/1911,,0
298,0,28,SKCS,SnÏm kr·lovstvÌ »eskÈho,,01/01/1861,31/12/1861,,0
391,,33,VZE,V˝bor zemÏdÏlsk˝, ,08/06/1920,14/11/1925,270,0
302,,29,VB,V˝bor brann˝, ,14/11/1918,15/04/1920,150,0
303,,29,VF,V˝bor finanËnÌ, ,14/11/1918,13/01/1920,10,0
304,,29,VI,V˝bor imunitnÌ, ,14/11/1918,15/04/1920,152,0
305,,29,VK,V˝bor kulturnÌ, ,14/11/1918,15/04/1920,10,0
306,,29,VMR,V˝bor menöinov˝ a rozhraniËovacÌ, ,14/11/1918,28/05/1919,154,0
308,,29,VN,V˝bor n·rodohospod·¯sk˝, ,14/11/1918,28/05/1919,156,0
309,,29,VP,V˝bor petiËnÌ, ,14/11/1918,28/05/1919,157,0
310,,29,VPOJ,V˝bor pojiöùovacÌ, ,14/11/1918,28/05/1919,158,0
311,,29,VPOST,V˝bor poötovnÌ, ,14/11/1918,28/05/1919,159,0
312,,29,VPR,V˝bor pr·vnÌ, ,14/11/1918,15/04/1920,160,0
314,,29,VOUPPK,V˝bor pro ochranu umÏleck˝ch pam·tek a p¯ÌrodnÌch kr·s, ,14/11/1918,15/04/1920,162,0
315,,29,VPVV,V˝bor pro potrest·nÌ v·leËn˝ch vinnÌk˘, ,14/11/1918,15/04/1920,164,0
316,,29,VPREF,V˝bor pro pozemkovou reformu, ,14/11/1918,15/04/1920,10,0
317,,29,VPTPA,V˝bor pro prozkoum·nÌ zabavenÈho tajnÈho policejnÌho archivu, ,14/11/1918,28/05/1919,165,0
318,,29,VS,V˝bor pro slovenskÈ vÏci, ,14/11/1918,15/04/1920,166,0
320,,29,VVPRAHU,V˝bor pro Velkou Prahu, ,14/11/1918,15/04/1920,168,0
321,,29,VVK,V˝bor pro vnit¯nÌ kolonisaci, ,14/11/1918,15/04/1920,170,0
322,,29,VVH,V˝bor pro vodnÌ hospod·¯stvÌ, ,14/11/1918,28/05/1919,171,0
323,,29,VVP,V˝bor pro vyûivovacÌ p¯ÌspÏvky, ,14/11/1918,28/05/1919,172,0
324,,29,VZPPR,V˝bor pro zodpovÏdÏnÌ poselstvÌ presidenta republiky, ,14/11/1918,28/05/1919,173,0
326,,29,VSP,V˝bor soci·lnÏ-politick˝, ,14/11/1918,15/04/1920,175,0
327,,29,VSZ,V˝bor st·tnÏ-z¯Ìzeneck˝, ,14/11/1918,15/04/1920,176,0
328,,29,VSK,V˝bor ökolsk˝, ,14/11/1918,15/04/1920,177,0
329,,29,VT,V˝bor technick˝, ,14/11/1918,15/04/1920,178,0
