1097, ,Dula,Matúš, ,28/06/1846,M,,
1098, ,Dupej,Peter, ,17/06/1919,M,,
1099,RNDr.,Duray,Miklós, ,18/07/1945,M,,
1100, ,Durcová-Heřmanová,Mária, ,08/07/1927,Ž,,
1101, ,Ďuriš,Július, ,09/03/1904,M,,
1102, ,Ďurišová,Irena, ,26/03/1918,Ž,,
1103,Ing.,Ďurkovič,Herbert, ,27/12/1928,M,,
1104, ,Durná-Hercková,Jolana, ,21/09/1924,Ž,,
1105,JUDr.,Dušek,Cyril, ,05/11/1881,M,,12/01/1924
1106,Ing.,Dušek,Jiří, ,04/08/1945,M,,
1107,Ing.,Dušek,Pavel, ,01/06/1961,M,,
1108,doc.RSDr.,Dušek,Rudolf, ,13/04/1930,M,,
1109,JUDr.,Dutková,Eva, ,16/12/1921,Ž,,
1110,Ing.,Dvořáček,Jan, ,12/11/1887,M,,
1111,,Dvořák,Drahomír,,01/01/1900,M,,
1112, ,Dvořák,František, ,29/05/1922,M,,
1113, ,Dvořák,Jan, ,04/04/1870,M,,
1114, ,Dvořák,Josef, ,25/08/1887,M,,
1115, ,Dvořák,Josef, ,08/09/1892,M,,
1116,Ing.,Dvořák,Ladislav, ,08/08/1943,M,,
1117, ,Dvořák,Leo, ,22/05/1964,M,,
1118, ,Dvořák,Richard, ,28/12/1913,M,,
1119, ,Dvořák,Vladimír, ,13/05/1913,M,,
1120, ,Dvořáková,Eliška, ,19/11/1944,Ž,,
1121, ,Dvořáková,Ludmila, ,03/03/1933,Ž,,
1122, ,Dvorín,Ferdinand, ,10/03/1901,M,,
1123,Ing.,Dvorský,František, ,25/04/1922,M,,
1124,Ing.,Dvorský,Jozef, ,08/05/1950,M,,
1125, ,Dýčková,Hana, ,09/11/1955,Ž,,
1126, ,Dyk,Viktor, ,31/12/1877,M,,
1127, ,Dymáček,Michal, ,13/05/1943,M,,
1128, ,Dymáčková,Marie, ,30/08/1932,Ž,,
1129, ,Džupina,Andrej, ,29/07/1937,M,,
1130,Ing.,Dzúr,Martin, ,12/07/1919,M,,15/01/1985
1131, ,Eckert,Ernst, ,14/07/1885,M,,
1132, ,Ecksteinová,Božena, ,07/03/1871,Ž,,
1133, ,Eger,Václav, ,04/02/1927,M,,
1134, ,Egri,Ladislav, ,30/01/1932,M,,
1135, ,Ehenberger,Vlastimil, ,16/02/1935,M,,
1136,,Ehrenberger,Vlastimil,,01/01/1900,M,,
1137,PhDr.,Eichholz,Ludwig, ,16/02/1903,M,,
1138, ,Eisenhamr,Theodor, ,02/07/1884,M,,
1139, ,Ejem,Josef, ,17/01/1892,M,,29/09/1957
1140, ,Elstner,Gustav, ,15/10/1892,M,,
1141,Dr.,Engliš,Karel, ,17/08/1880,M,,13/06/1961
1142, ,Enoch,Jiří, ,22/12/1951,M,,
1143,RNDr.,Entlerová,Hana, ,28/04/1953,Ž,,
1144, ,Erôs,Vendelín, ,28/11/1947,M,,
1145, ,Erban,Evžen, ,18/06/1912,M,,26/07/1994
1146,JUDr.,Erban,Vojtěch, ,19/08/1913,M,,28/01/1981
1147,,Erös,Vendelín,,01/01/1900,M,,
1148, ,Ertingerová,Ida, ,29/11/1903,Ž,,
1149, ,Ertl,Daniel, ,02/01/1886,M,,28/10/1962
1150, ,Ešner,Josef, ,21/05/1884,M,,
1151, ,Esterházy,János, ,14/03/1901,M,,08/03/1957
1152,Ing.,Exner,František, ,16/05/1931,M,,
1153, ,Fabián,Josef, ,16/04/1944,M,,
1154,Ing.,Fabík,Martin, ,28/07/1935,M,,
1155, ,Fábry,Štefan, ,28/08/1911,M,,
1156,JUDr.,Fáček,Vladimír, ,06/05/1870,M,,01/02/1936
1157,Ing.,Faglic,Andrej, ,08/09/1920,M,,
1158, ,Fail,Josef, ,03/07/1928,M,,
1159,JUDr.,Fajfrlík,Karel, ,28/01/1860,M,,08/05/1940
1160, ,Faktorová,Aloisie, ,20/06/1912,Ž,,
1161, ,Faldýn,Miroslav, ,18/03/1969,M,,
1162,JUDr.,Falťan,Michal, ,26/04/1916,M,,
1163,PhDr.,Faľtan,Samuel,CSc.,22/02/1920,M,,
1164, ,Faltýnková,Libuše, ,27/05/1941,Ž,,
1165,JUDr.,Fanta,Lubomír, ,24/03/1946,M,,
1166, ,Farbula,Robert, ,06/07/1884,M,,
1167, ,Farkaš,Marián, ,03/04/1954,M,,
1168, ,Farkašovská-Gajdošová,Gizela, ,11/11/1929,Ž,,
1169, ,Farníková,Pavla, ,10/01/1933,Ž,,
1170, ,Fassati,Miroslav, ,09/10/1925,M,,
1171, ,Feczko,Štefan, ,01/01/1900,M,,
1172, ,Fedor,Miklós, ,01/09/1874,M,,
1173,,Fedor,Mikuláš,,01/01/1900,M,,
1174, ,Fehérová,Zdenka, ,07/12/1927,Ž,,
1175,ThDr.,Feierfeil,Wenzel, ,22/02/1868,M,,
1176, ,Feigl,Antonín, ,25/07/1932,M,,
1177, ,Fejfuša,František, ,06/07/1925,M,,
1178, ,Fekete,Jozef, ,12/08/1926,M,,
1179, ,Feketeová,Mária, ,21/01/1941,Ž,,
1180, ,Felcmanová,Monika, ,04/08/1942,Ž,,
1181,Ing.,Felix,Milan,CSc.,28/05/1928,M,,
1182,ThDr.PhDr.,Fencik,Štefan, ,13/10/1892,M,,
1183, ,Fendrych,Luděk, ,24/11/1929,M,,
1184,RSDr.,Ferencei,Štefan, ,21/05/1925,M,,
1185,Doc.Ing.,Ferianc,Ján,DrSc.,16/07/1927,M,,
1186, ,Ferjak,Ján, ,07/06/1902,M,,
1187,MVDr.,Ferjenčík,Mikuláš, ,06/12/1904,M,,04/03/1988
1188,JUDr.,Feyerfeil,Edwin, ,31/03/1887,M,,
1189, ,Fiala,Antonín, ,01/01/1902,M,,
1190, ,Fiala,Čeněk, ,22/10/1881,M,,
1191,MUDr.,Fiala,Luděk, ,13/01/1956,M,,
1192, ,Fiala,Václav, ,13/12/1923,M,,
1193,Ing.,Fiala,Vladimír, ,27/01/1922,M,,
1194, ,Fialková,Marie, ,24/11/1918,Ž,,
1195, ,Fialová,Božena, ,15/06/1933,Ž,,
1196, ,Ficová,Božena, ,27/09/1944,Ž,,
1197, ,Fiedor,Jiří, ,25/09/1965,M,,
1198, ,Fierlinger,Zdeněk, ,11/07/1891,M,,02/05/1976
1199, ,Figura,Štefan, ,13/01/1921,M,,
1200,Ing.,Fikr,Zdeněk, ,30/12/1943,M,,
1202, ,Filipcová,Marie, ,23/08/1927,Ž,,
1203, ,Filipinský,Jan, ,15/08/1859,M,,12/07/1936
1204,prof. Ing.,Filkus,Rudolf,CSc.,02/09/1927,M,,17/12/2013
1205,Ing.,Filo,Kornel, ,03/03/1901,M,,
1206, ,Fiľová,Lívia, ,10/04/1923,Ž,,
1207, ,Firt,Julius, ,17/11/1897,M,,27/05/1979
1208, ,Fišarová,Marie, ,25/10/1902,Ž,,
1209, ,Fišer,Bohumil, ,09/03/1882,M,,
1210,PhDr.,Fišera,Ivan, ,10/04/1941,M,,
1211, ,Fišerová,Věra, ,13/06/1945,Ž,,
1212, ,Fischer,Benno, ,20/03/1902,M,,
1213, ,Fischer,Bohumil, ,29/04/1864,M,,
1214, ,Fischer,Josef, ,01/09/1867,M,,
1215,JUDr.,Fischer,Richard, ,27/03/1872,M,,05/02/1954
1216, ,Fischer,Rudolf, ,29/01/1880,M,,
1217, ,Fischerová,Miluše, ,24/03/1922,Ž,,
1218, ,Fleyberk,Jiří, ,07/08/1920,M,,
1219,Ing.,Flídr,Jan, ,14/10/1951,M,,
1220, ,Flídrová,Marie, ,24/07/1949,Ž,,
1221,Ing.,Flieger,Jiří, ,20/03/1932,M,,
1222, ,Flodrman,Josef, ,24/11/1927,M,,
1223, ,Florek,Pavel, ,25/03/1895,M,,11/05/1963
1224,zasl.um.,Florian,Miroslav, ,10/05/1931,M,,
1225,Paedr.,Florián,Stanislav, ,12/11/1932,M,,
1226, ,Flösslerová,Helena, ,11/11/1935,Ž,,
1228, ,Fogel,Jozef, ,13/01/1923,M,,
1229,PhDr.,Fojtík,Jan,CSc.,01/03/1928,M,,
1230,Ing.,Fojtík,Vladimír, ,29/09/1960,M,,
1231,JUDr.,Földessy,József, ,10/08/1886,M,,
1232,Ing.,Foltýn,Alois, ,02/06/1922,M,,
1233,Ing.,Foltýn,Ivan, ,04/08/1944,M,,
1234,RNDr.,Foniok,Karel, ,15/03/1955,M,,
1235, ,Foretová,Libuše, ,27/06/1926,Ž,,
1236, ,Formánek,Melichar, ,24/12/1919,M,,
1237, ,Formanová,Marie, ,03/04/1930,Ž,,
1238, ,Fornouzová,Anna, ,18/08/1936,Ž,,
1239,Ing.,Fořt,Josef, ,06/05/1924,M,,
1240,JUDr.,Franek,Mikuláš, ,01/12/1903,M,,
1241, ,Fránek,Antonín, ,12/06/1900,M,,
1242, ,Frank,Eduard, ,27/10/1913,M,,
1243, ,Frank,Josef, ,15/02/1909,M,,03/12/1952
1244, ,Frank,Karl, ,24/01/1898,M,,22/05/1946
1245, ,Frank,Vítězslav, ,21/12/1922,M,,
1246,PhDr.,Franke,Emil, ,03/04/1880,M,,01/12/1939
1247, ,Franko,Jozef, ,18/02/1925,M,,
1248,JUDr.,Franta,Bohuslav, ,08/05/1861,M,,24/04/1929
1249, ,Fraštacký,Rudolf, ,11/02/1912,M,,
1250, ,Freiman,Václav, ,27/11/1878,M,,25/07/1953
1251, ,Freiová,Marie, ,01/03/1948,Ž,,
1252, ,Freiová,Michaela, ,19/09/1942,Ž,,
1253, ,Freising,Josef, ,17/09/1875,M,,
1254, ,Freisler,Adolf, ,03/12/1941,M,,
1255, ,Frič,Václav, ,05/04/1928,M,,
1256,Ing.,Fričar,Jan, ,30/07/1934,M,,
1257, ,Fridrich,Antonín, ,02/06/1909,M,,
1258,JUDr.,Friš,Eduard, ,21/01/1911,M,,
1260,JUDr.,Fritz,Gejza, ,19/09/1880,M,,20/02/1957
1261,Ing.,Frkal,Jiří, ,26/10/1949,M,,
1262, ,Frlička,Ivan, ,16/05/1893,M,,18/06/1977
1263,,Fröhlich,Vladimír,,01/01/1900,M,,
1264,Ing.,Frýbortová,Dagmar, ,26/07/1952,Ž,,
1265, ,Fryček,Ladislav, ,02/07/1922,M,,
1266, ,Frynta,Václav, ,20/03/1936,M,,
1267,MUDr.,Fučík,Mojmír, ,18/07/1913,M,,
1268, ,Fučíková,Gusta, ,28/08/1903,Ž,,25/03/1987
1269, ,Fuchsová,Božena, ,26/08/1944,Ž,,
1270, ,Fuchsová,Hana, ,26/07/1956,Ž,,
1271, ,Fuková,Božena, ,15/01/1935,Ž,,
1272,Ing. Dr.,Fulík,Jan, ,18/04/1897,M,,
1273, ,Fundák,Jozef, ,25/09/1931,M,,
1274, ,Fuščič,Vasil, ,12/12/1900,M,,
1275, ,Fusek,Eduard, ,20/12/1901,M,,
1276, ,Füssy,Kálmán, ,24/04/1878,M,,
1277, ,Futej,Daniel, ,26/09/1927,M,,
1278,Ing.,Gabriška,Jozef, ,29/12/1921,M,,
1279,Ing.,Gacík,František, ,13/05/1934,M,,
1280, ,Gaďurková,Stella, ,01/07/1923,Ž,,
1281,JUDr.,Gagatko,Andrej, ,24/08/1884,M,,
1282, ,Gahurová,Jana, ,16/06/1942,Ž,,24/03/1981
1283, ,Gaidečková,Helena, ,24/08/1948,Ž,,
1284, ,Gajda,Rudolf, ,14/02/1892,M,,15/04/1948
1285, ,Gajdáčková,Hilda, ,17/07/1929,Ž,,
1286,,Gajdošíková,Ľudmila,,01/01/1900,Ž,,
1287, ,Gajdošová,Anna, ,10/02/1947,Ž,,
1288, ,Gajdošová,Mária, ,03/10/1929,Ž,,
1289, ,Gaľa,Milan, ,21/01/1953,M,,
1290,Ing.,Galaba,Viliam, ,23/01/1933,M,,
1291, ,Galik,Jozef, ,23/03/1914,M,,
1292, ,Gálová,Judita, ,20/11/1952,Ž,,
1293, ,Galovič,Josef, ,13/10/1880,M,,
1294,,Galuška,Miroslav,,01/01/1900,M,,
1295, ,Galvánek,Peter, ,20/06/1933,M,,
1296,Mgr.,Gandalovič,Petr, ,15/08/1964,M,,
1297, ,Garaj,František, ,16/07/1918,M,,
1298, ,Garaj,Rudolf, ,01/10/1943,M,,
1299, ,Garažijová,Aloisie, ,10/05/1907,Ž,,
1300, ,Gärtner,Rudolf, ,30/11/1919,M,,23/06/1982
1301, ,Gašo,Štefan, ,14/05/1921,M,,
1302,JUDr.,Gašparík,Július, ,28/11/1925,M,,
1303, ,Gašparovič,Vladimír, ,17/07/1938,M,,
1304,JUDr.,Gáti,József, ,02/05/1885,M,,
1305, ,Gavač,Ján, ,16/10/1918,M,,
1306, ,Gavenda,Zdeněk, ,22/04/1920,M,,29/11/1973
1307, ,Gavlík,Karel, ,18/06/1913,M,,
1308,Dr. Ing.,Gawlik,Stanislav, ,06/05/1941,M,,
1309,JUDr.,Gažík,Marek, ,18/04/1887,M,,21/09/1947
1310, ,Gažík,Štefan, ,23/08/1912,M,,
1311, ,Gdovinová,Ružena, ,10/01/1943,Ž,,
1312, ,Gebas,Jaromír, ,11/05/1953,M,,
1313, ,Gebauer,František, ,21/08/1946,M,,
1314, ,Geci,Michal, ,07/06/1919,M,,
1315, ,Géciová,Barbora, ,07/09/1910,Ž,,
1316, ,Geher,Karol, ,22/02/1935,M,,
1317, ,Gémesi,Karol, ,02/10/1943,M,,
1318, ,Gemrot,Josef, ,22/01/1903,M,,31/05/1979
1319,Ing.,Gerle,Ladislav, ,26/11/1936,M,,
1320, ,Gerlichová-Petrusková,Jarmila, ,06/06/1901,Ž,,
1321, ,Geršl,František, ,01/02/1877,M,,09/04/1952
1322, ,Géryk,Rudolf, ,10/07/1928,M,,
1323, ,Geyer,Josef, ,22/05/1889,M,,
1324,,Giirtler,Štefan,,01/01/1900,M,,
1325, ,Giňa,Ondřej, ,09/08/1951,M,,
1326, ,Glac,Jaromír, ,15/10/1955,M,,
1327, ,Gläsel,Christof, ,11/01/1888,M,,12/04/1938
1328, ,Glazarová,Jarmila, ,07/09/1901,Ž,,20/02/1977
1329, ,Glezgo,Štefan, ,20/02/1956,M,,
1330, ,Glitta,Štefan, ,15/12/1912,M,,
1331,PhDr.,Glosíková,Oľga,CSc.,24/03/1953,Ž,,
1332, ,Gogová,Viera, ,18/09/1949,Ž,,
1333, ,Golab,Vladimír, ,08/11/1951,M,,
1334,JUDr.,Goldstein,Angelo, ,29/07/1889,M,,19/05/1947
1335,Ing.,Gonda,Ján, ,13/11/1905,M,,
1336,Ing.,Gondáš,Ivan, ,03/02/1964,M,,
1337,Ing.,Goppoldová,Miluše, ,01/02/1928,Ž,,
1338, ,Görner,Vladimír, ,18/09/1904,M,,09/09/1972
1339, ,Gottier,Robert, ,29/04/1897,M,26/05/1946,26/07/1968
1340, ,Gottwald,Antonín, ,21/09/1907,M,,
1341, ,Gottwald,Klement, ,23/11/1896,M,,14/03/1953
1342, ,Gracel,František, ,04/12/1909,M,,
1343, ,Grácová,Marcela, ,23/07/1948,Ž,,
1344, ,Grande,Milan, ,18/10/1932,M,,
1345, ,Gratcl,Josef, ,13/03/1924,M,,
1346, ,Grebáč-Orlov,Ignác, ,25/01/1888,M,,26/04/1957
1348,,Grecko,Petr,,01/01/1900,M,,
1349, ,Gregor,Antonín, ,09/09/1908,M,,07/09/1986
1350,Ing.,Gregor,Ján, ,10/05/1923,M,,
1351, ,Gregorovits,Lipót, ,04/11/1883,M,,12/12/1957
1352,JUDr. doc.,Grégr,Milan, ,14/06/1922,M,,08/10/1985
1353, ,Greif,Johann, ,08/05/1892,M,,
1354,doc. Ing.,Grohmann,Stanislav,CSc.,13/08/1948,M,,
1355, ,Grolmus,Josef, ,01/02/1918,M,,
1356, ,Gros,Alois, ,01/06/1926,M,,
1357,JUDr.,Grospič,Jiří,CSc.,19/03/1929,M,,
1358,,Grösser,Josef,,01/01/1900,M,,
1359, ,Gruber,Karl, ,25/03/1898,M,,
1360,,Grünová,Květoslava,,01/01/1900,Ž,,
1361, ,Grünzner,Ernst, ,04/11/1873,M,,
1362, ,Grygarová,Alena, ,21/02/1948,Ž,,
1363, ,Gubová,Katarína, ,20/07/1938,Ž,,
1364,Ing.,Gudrich,Zdeněk, ,21/04/1921,M,,
1365, ,Guži,Zdeněk, ,12/12/1949,M,,
1366,MUDr.,Gyimesi,Juraj, ,02/10/1935,M,,
1367,,Haas,František,,01/01/1900,M,,
1368, ,Haas,Jiří, ,11/08/1946,M,,
1369,JUDr.,Haas,Viktor, ,21/07/1882,M,,
1370, ,Hába,Zdeněk, ,25/10/1929,M,,
1371, ,Habáň,František, ,15/04/1945,M,,
1372, ,Habarta,Štěpán, ,26/12/1878,M,,17/03/1939
1373, ,Háblová,Marie, ,15/05/1939,Ž,,
1374,Ing.,Habovštiak,Josef,CSc.,19/03/1937,M,,
1375, ,Habrman,Gustav, ,24/01/1864,M,,22/03/1932
1376,Ing.,Hacaj,Ján, ,24/06/1960,M,,
1377, ,Hackenberg,Theodor, ,03/12/1873,M,,
1378, ,Hacker,Gustav, ,20/09/1900,M,,03/06/1979
1379, ,Hadačová,Marie, ,24/11/1953,Ž,,
1380, ,Hadek,Alfred, ,10/01/1898,M,,
1381, ,Hadrava,Jan, ,30/01/1955,M,,
1382, ,Haduch,František, ,26/10/1907,M,,02/03/1978
1383,JUDr.,Hahn,Otto, ,05/10/1888,M,,
1384, ,Haiblick,Karl, ,28/11/1893,M,,
1385, ,Haičman,Oldřich, ,25/05/1932,M,,
1386,JUDr.,Haim,Kornel, ,16/02/1915,M,,
1387,MUDr.,Hajdák,Jozef, ,08/03/1949,M,,
1388,Ing.,Hájek,Jaromír, ,13/07/1940,M,,
1389,,Hájek,Jaroslav,,01/01/1900,M,,
1390, ,Hájek,Jiří, ,06/06/1913,M,,
1391,MUDr.,Hájek,Richard, ,23/02/1953,M,,
1392,RSDr.,Hájek,Václav, ,29/05/1920,M,,
1393, ,Hajíč,František, ,04/03/1910,M,,
1394, ,Hájíček,Viliam, ,16/09/1913,M,,
1395,akad.,Hajko,Vladimír, ,03/10/1920,M,,
1396, ,Hájková,Jiřina, ,09/03/1927,Ž,,
1397,RSDr.,Hajmacher,Jozef, ,09/11/1925,M,,
1398,PhDr.,Hajn,Antonín, ,24/07/1868,M,,26/03/1949
1399,RSDr.,Hajn,Jaroslav, ,08/12/1919,M,,
1400,Ing.,Hajník,Mojmír, ,17/08/1949,M,,
1401, ,Hajšman,Karel, ,08/01/1920,M,,
1402, ,Haken,Josef, ,20/05/1880,M,,03/05/1949
1403, ,Hála,František, ,20/06/1893,M,,27/08/1952
1404, ,Halamová,Marie, ,18/06/1957,Ž,,
1405, ,Halas,František, ,03/10/1901,M,,27/10/1949
1406, ,Halász,Ján, ,15/11/1928,M,,
1407,MUDr.,Hálek,Ivan, ,11/11/1872,M,,17/02/1945
1408, ,Hálek,Jaroslav, ,10/12/1883,M,,
1409, ,Halke,Otto, ,24/08/1882,M,,
1410,MUDr.,Hálková,Eva,CSc.,28/04/1944,Ž,,
1411,Dr.,Halla,Ján, ,14/04/1885,M,15/11/1925,26/05/1955
1412,Ing.,Haman,Josef, ,02/05/1933,M,,
1413,Ing.,Hamarčák,Imrich, ,05/11/1954,M,,
1414, ,Hambalčíková,Gertruda, ,22/06/1939,Ž,,
1415,RSDr.,Hamerník,Emilian, ,09/03/1922,M,,
1416, ,Hamouz,František, ,15/08/1919,M,,23/06/1985
1417, ,Hampl,Antonín, ,12/04/1875,M,,17/05/1942
1418, ,Hanáček,Jan, ,13/12/1902,M,,
1419,MUDr.,Hanák,Stanislav, ,21/06/1934,M,,
1420, ,Hančikovský,Štefan, ,10/05/1925,M,,
1421, ,Hancko,Anton, ,05/06/1883,M,15/11/1925,23/08/1967
1422,prof.JUDr.,Hanes,Dalibor, ,02/10/1914,M,,
1423, ,Haninger,Emanuel, ,27/12/1887,M,,
1424, ,Hánová,Marie, ,23/06/1950,Ž,,
1425,Dr.,Hanreich,Georg, ,26/07/1887,M,,06/05/1955
1426,Ing.,Hanus,František, ,17/01/1943,M,,
1427, ,Hanus,Ján, ,23/01/1932,M,,
1428,Ing.,Hanus,Július, ,12/02/1923,M,,
1429, ,Hanusek,Michal, ,30/09/1899,M,,19/05/1972
1430, ,Hanúsek,Ľudovít, ,17/02/1925,M,,12/10/1972
1431, ,Hanzel,Jozef, ,15/03/1914,M,,
1432, ,Hanzelka,Josef, ,18/06/1922,M,,
1433, ,Hanzlík,Ján, ,28/05/1910,M,,
1434, ,Hanzlová,Alena, ,23/04/1947,Ž,,
1435, ,Hanzlová,Zdeňka, ,25/05/1929,Ž,,
1436, ,Harasztiová,Valéria, ,29/01/1929,Ž,,
1437, ,Harciník,Mikuláš, ,12/10/1918,M,,
1438, ,Harciniková,Rozália, ,07/04/1943,Ž,,
1439,Ing.,Harenčár,Robert, ,10/02/1931,M,,
1440, ,Hartiníková,Štefánia, ,09/05/1935,Ž,,
1441, ,Harus,Jan, ,12/07/1892,M,,15/09/1967
1442,genpor.,Hašana,Július, ,24/10/1928,M,,
1443, ,Haščík,Štefan, ,25/11/1898,M,,
1444, ,Hasík,Vilém, ,11/03/1901,M,,
1445, ,Haško,Alfréd, ,19/12/1952,M,,
1446, ,Haško,Ján, ,26/03/1916,M,,28/09/1972
1447, ,Hasnedl,Jaroslav, ,20/05/1932,M,,
1448, ,Hasnedl,Josef, ,08/11/1937,M,,
1449, ,Hašplová,Božena, ,19/07/1917,Ž,,
1450,JUDr.,Hassold,Fritz, ,09/02/1894,M,,
1451,prof.JUDr.,Hatala,Vojtech, ,17/04/1930,M,,21/11/1985
1452, ,Haťapka,Kamil, ,03/03/1932,M,,
1453, ,Hatina,Alois, ,09/05/1886,M,,03/09/1950
1454, ,Hatina,František, ,01/01/1892,M,,
1455, ,Hatlák,Vladimír, ,17/02/1878,M,,
1456, ,Haupt,Jakub, ,22/07/1883,M,,
1458,,Häusler,Wilhelm,,01/01/1900,M,,
1459, ,Hausmann,Eduard, ,30/10/1870,M,,
1460, ,Hausnerová,Marta, ,25/09/1920,Ž,,
1461, ,Havel,Josef, ,11/10/1900,M,,
1462, ,Havelka,Jan, ,16/10/1913,M,,
1463,JUDr.,Havelka,Jaroslav, ,19/02/1917,M,,
1464, ,Haviar,Vladimír, ,18/10/1911,M,,
1465, ,Havířová,Naděžda, ,10/09/1933,Ž,,
1466,,Havlíček,Antonín,,01/01/1900,M,,
1467,,Havlíček,Jaroslav,,01/01/1900,M,,
1468, ,Havlíček,Miroslav, ,05/12/1958,M,,
1469,Mgr.,Havlík,René, ,26/01/1968,M,,
1470, ,Havlín,František, ,05/02/1908,M,,
1471,Ing.,Havlín,Josef, ,28/08/1924,M,,
1472, ,Havlovič,Pavel, ,28/05/1958,M,,
1473, ,Hawelka,Rudolf, ,08/02/1866,M,,
1474, ,Hečko,Josef, ,19/11/1907,M,,28/11/1969
1475, ,Heeger,Rudolf, ,15/04/1883,M,,
1476,,Hechtová,Marie,,01/01/1900,Ž,,
1477,,Heidler,Ferdinand,,01/01/1900,M,,
1478,JUDr.,Heidler,Gustav, ,07/09/1883,M,,30/05/1930
1479, ,Heinrich,Arnošt, ,26/12/1880,M,,03/05/1933
1480, ,Hejlová,Marie, ,01/08/1924,Ž,,
1481,PhDr.,Hejna,Jaroslav, ,09/04/1923,M,,
1482,PaedDr.,Hejsek,Josef, ,27/06/1948,M,,
1483, ,Hejzlar,Zdeněk, ,18/07/1921,M,,
1484, ,Helbich,Július, ,15/03/1936,M,,
1485, ,Heller,Franz, ,22/09/1878,M,,
1486, ,Hendrych,Jiří, ,28/12/1913,M,,
1487, ,Heneš,Karel, ,25/06/1941,M,,
1488,MUDr.,Henzl,Jaroslav, ,21/08/1922,M,,
1489,PhDr.,Herben,Jan, ,07/05/1857,M,,24/12/1936
1490, ,Hergeselová,Etela, ,04/11/1924,Ž,,
1491, ,Herkommer,Rudolf, ,17/10/1911,M,,
1492,Ing.,Herl,Josef, ,08/08/1912,M,,
1493, ,Herman,Štefan, ,12/01/1901,M,,
1494,RSDr.,Herman,Vladimír, ,24/01/1929,M,,
1495, ,Hermanová,Jana, ,06/01/1946,Ž,,
1496, ,Herrgesell,Walter, ,10/04/1942,M,,
1497, ,Hillebrand,Oswald, ,07/08/1879,M,,04/06/1926
1498, ,Himl,Antonín, ,23/03/1933,M,,27/01/1988
1499, ,Hintermüller,Kašpar, ,04/01/1886,M,,
1500, ,Hirková,Anna, ,11/03/1926,Ž,,
1501, ,Hirsch,Ernst, ,05/12/1874,M,,04/02/1925
1502, ,Hirschl,Ernst, ,01/11/1888,M,,
1503, ,Hirte,Erich, ,17/05/1904,M,,
1504, ,Hlaď,Imrich, ,13/10/1933,M,,
1505,Ing.,Hladík,Jaroslav, ,19/11/1959,M,,
1506, ,Hladíková,Zlatuše, ,29/09/1956,Ž,,
1507, ,Hladký,Jaroslav, ,21/03/1893,M,,
1508,Ing. arch.,Hladký,Milan,CSc.,07/11/1925,M,,
1509,,Hlásek,Miloslav,,01/01/1900,M,,
1510,Ing.,Hlaváč,Anton, ,15/05/1928,M,,
1511, ,Hlaváček,Grantišek, ,04/09/1886,M,,29/03/1945
1512,JUDr.,Hlaváček,Karel, ,26/04/1906,M,,
1513,PhDr.,Hlaváček,Miroslav, ,28/06/1946,M,,
1514,Ing.,Hlavačka,Jan, ,13/04/1941,M,,
1515, ,Hlaváčková,Jarmila, ,30/12/1924,Ž,,
1516, ,Hlaváčová,Bohumila, ,24/06/1948,Ž,,
1517, ,Hlavaj,Gejza, ,30/11/1926,M,,
1518,MUDr.,Hlavatá,Júlia, ,08/01/1939,Ž,,
1519, ,Hlavatý,Jiří, ,07/12/1925,M,,
1520,PhDr.,Hlavatý,Václav, ,27/01/1894,M,,11/01/1969
1521,Ing.,Hlavička,Bohumil, ,04/07/1935,M,,
1522, ,Hlavička,Josef, ,27/03/1914,M,,13/01/1981
1523, ,Hlavinka,František, ,09/10/1921,M,,
1524, ,Hlávková,Sonja, ,05/06/1951,Ž,,
1525, ,Hlína,Jan, ,14/05/1910,M,,
1526,Msgre.,Hlinka,Andrej, ,27/09/1864,M,,16/08/1938
1527, ,Hlinka,Juraj, ,14/02/1927,M,,
1528, ,Hlinka,Vojtech, ,05/12/1922,M,,
1529, ,Hlobil,Milan, ,19/11/1922,M,,
1530, ,Hložek,Alois, ,16/06/1893,M,,
1531, ,Hluší,Jan, ,23/06/1929,M,,
1532,PhDr.,Hnídek,František, ,18/11/1876,M,,03/03/1932
1533, ,Hnyk,Pavel, ,11/09/1919,M,,
1534,JUDr.,Hobza,Ladislav, ,07/06/1901,M,,
1535,JUDr.,Hodáč,František, ,21/08/1883,M,,10/05/1943
1536,dr.h.c.,Hodina,Franz, ,30/11/1877,M,,
1537, ,Hodinová-Spurná,Anežka, ,12/01/1895,Ž,19/05/1935,01/04/1963
1539,JUDr.,Hodža,Fedor, ,04/11/1912,M,,
1540,PhDr.,Hodža,Milan, ,01/02/1878,M,,27/06/1944
1541,Ing.,Hofbauer,Roman,CSc.,21/02/1940,M,,
1542,Ing.,Hoffmann,Karel, ,15/06/1924,M,,
1543, ,Hoffmann,Max, ,08/07/1878,M,,
1544,Ing.,Hofírek,Pavel,CSc.,10/06/1947,M,,
1545, ,Hofman,František, ,21/08/1945,M,,
1546, ,Hofman,Leopold, ,15/11/1913,M,,18/01/1990
1547, ,Hofman,Vladimír, ,23/05/1920,M,,
1548, ,Hofrová,Jarmila, ,29/06/1958,Ž,,
1549, ,Höhnel,Eduard, ,26/01/1891,M,,
1550, ,Hochová,Dagmar, ,10/03/1926,Ž,,
1551, ,Hojnoš,Emil, ,04/09/1924,M,,
1552, ,Hokky,Karoly, ,31/01/1883,M,,
1553, ,Holáň,Emil, ,15/10/1917,M,,
